thủy lợi,irrigation,
bột tan,talcum powder,
ý thích,hobby,
cơn,bout,
cô ta,she,
ngủ gật,doze,
buret,burette,
bất tuyệt,amazing,
mực nang,cuttlefish,
chơ vơ,wait,
ăn khách,best seller,
dàn dựng,staged,
bắn phá,shoot,
vạn tuế,long live,
cử chỉ,gesture,
máy tuốt lúa,threshing machine,
công bình,righteous,
trăng lưỡi liềm,Crescent moon,
chọn lọc tự nhiên,natural selection,
đỏ tía,Red,
chiến tranh hạt nhân,nuclear war,
khắp nơi,everywhere,
cụt ngủn,Curt,
trường trung học cơ sở,junior high school,
chính trị,politics,
công nữ,peacock,
thuyết duy thực,realism,
choáng ngợp,overwhelmed,
công nương,Princess,
sậm,dark,
xác ướp,Mummies,
nam châm điện,electromagnet,
béo phì,fat,
ba bị,three,
can ngăn,dissuade,
cao ngất,high,
kị,cavalry,
cá bột,Juvenile fish,
dân số,population,
kinh tởm,disgusting,
vẻ mặt,face,
vững chãi,steadiness,
thuốc nước,water pills,
bốc đồng,impulsive,
ơn nghĩa,favor,
chú dẫn,footnotes,
trạng từ,Adverb,
dun rủi,risk,
hệ điều hành,operating system,
hội trưởng,president,
bari,barium,
máy bay trực thăng,helicopter,
giun dẹp,flatworms,
bà xơ,nun,
kiểu gen,genotype,
cấp tính,acute,
Ảo giác,Illusion,isSuper
chầm bập,babble,
lũ lụt,flood,
hội chứng suy giảm miễn dịch mắc phải,acquired immunodeficiency syndrome,
lỡ hẹn,missed appointment,
ông bầu,pregnant man,
chiêu đãi viên,hostess,
giá mà,what price?,
nghệ thuật trừu tượng,abstract art,
thị trường chứng khoán,stock market,
giả tưởng,fiction,
tự nhiên học,naturalism,
tà giáo,heresy,
chuồng lợn,pigsty,
cần dùng,need to use,
lô đất,land,
vỏ quả,peel,
siêu hình học,metaphysics,
đài thiên văn,Observatory,
dòng Tên,Name Line,isSuper
chú rể,groom,
dinh lũy,stronghold,
biến thế,transformer,
đồng phục,uniform,
chủ nghĩa nhân đạo,humanitarianism,
hệ thống hóa,codify,
này nọ,this and that,
máy dệt,looms,
màng bụng,peritoneum,
độc tôn,monopoly,
độ trong suốt,transparency,
đáng khen,meritorious,
kiên chí,perseverance,
vàng đen,black gold,
khúc uốn,meanders,
cấp số,number level,
có mùi,smelly,
hư nát,disrepair,
tín dụng tiêu dùng,consumer credit,
tình trạng chiến tranh,state of war,
tăng trưởng,growth,
phạm tội,guilty,
đột quỵ,stroke,
đùn,extrusion,
hạt dẻ,chestnut,
chủ nhật,Sunday,
đại châu,Dai Chau,
dốc túi,bag slope,
chíu chít,chit chit,
thoáng đãng,airy,
vương miện,crown,
mô hình hóa,modeling,
hậu tiến,post-advanced,
bỏ sót,leave out,
hoa cương,granite,
chè lá,leaf tea,
hình học cầu,spherical geometry,
mắt kính,glasses,
nhún nhảy,springy,
đình trệ,stagnant,
cấp thiết,necessary,
đan tâm,knit heart,
cưỡi,Riding,
giá biểu,price list,
kinh tế dịch vụ,service economy,
du hành vũ trụ,Astronaut,
Ống nhòm,Binoculars,isSuper
điểm cao,high score,
hội đồng xét xử,jury panel,
điều ước,treaty,
bức xạ điện từ,electromagnetic radiation,
động từ,verb,
mục tử,shepherd,
chứng thực,authentication,
bỏ rơi,abandoned,
nguyên cớ,reason,
vướng víu,cumbersome,
thì là,dill,
xuồng ba lá,dinghy,
giun tròn,roundworms,
dầu thô,crude oil,
đớn,painful,
vốn lưu động,working capital,
thuốc nổ,gunpowder,
bông tai,earring,
điệp viên,spy,
tường chắn sóng,breakwater wall,
cá tràu,Trau fish,
giun chỉ,threadworms,
hiđro,hydrogen,
nhang khói,incense smoke,
kết xuất,render,
cha nội,paternal father,
đồn ải,fortress,
chức tước,title,
bập bùng,flickering,
thớ chẻ,split fiber,
yêu cầu bồi thường,claim,
góp ý,Feedback,
trường đấu,arena,
nội quan,introspect,
đồ bản,map,
giả dụ,example,
dự thảo,draft,
xăm mình,tattoo,
chất nhầy,gum,
hình lồi,convex shape,
mãng cầu xiêm,soursop,
dự báo thời tiết,weather forecast,
đánh bạo,dare,
nhị phân,binary,
doanh thu,revenue,
sao Diêm Vương,the Pluto,isSuper
hạ thủ,take down,
trao tặng,Awarded,
hay quên,forgetful,
bồi bổ,replenishment,
chính khách,politician,
người làm chứng,witness,
tưởng niệm,Memorial,
xây cất,build,
định trị,valuation,
ma thuật trắng,white magic,
phương cách,ways,
đà điểu châu phi,african ostrich,
phong vị,taste,
ngũ giác,pentagon,
hành sự,act,
sao thổ,Saturn,
đanh thép,trenchant,
cao nhã,subliminal,
chủ quán,innkeeper,
bên trong,inside,
khuyên tai,earrings,
hoành cách mô,diaphragm,
đệ tam,third,
đức,virtue,
viêm tai,ear infections,
bán chác,sell,
chi li,chili,
xứng,worthy,
cời,chess,
bao quát,embrace,
lùn tịt,short,
phụ nghĩa,antonyms,
quốc nội,domestic,
đồng nghiệp,colleague,
xã hội hóa,socialize,
vòi nước,water tap,
du học,study abroad,
bệnh tả,Cholera,
chất ức chế,inhibitor,
suy dinh dưỡng,Malnutrition,
chọi gà,cockfighting,
phi thuyền,spaceship,
chấn thương,injury,
động cơ nhiệt,heat engine,
metan,methane,
cay cú,stingy,
một chiều,one-way,
bẩm chất,innate,
lưu hóa,vulcanization,
khoá nòng,barrel lock,
hiện giờ,now,
cuồng loạn,hysterical,
bư,grapefruit,
áo lót,bra,
vô kể,innumerable,
bận bịu,busy,
người bị kết án,convict,
Đại sứ quán,Embassy,isSuper
bo bo,Bo Bo,
phân tầng,stratification,
mạn tính,chronic,
đằng hắng,throat side,
đi ngoài,go outside,
sai khớp,luxation,
bài tập,exercise,
bí đao,squash,
đau thắt ngực,angina,
hàng lậu,contraband,
chân không,vacuum,
chủ nghĩa thần bí,mysticism,
đại gia súc,great cattle,
để không,to not,
bánh bèo,Banh beo,
chuyên khảo,monographic,
đầu hàng,surrender,
hướng dẫn viên,tour guide,
đá phiến,slate,
xác chết,dead body,
ngư trường,fishing grounds,
mất màu,color loss,
quy tắc vàng,golden rule,
kĩ năng,skills,
vật vô chủ,waif,
cố vấn pháp lý,legal advisor,
hình tròn,circle,
đáp số,answer,
lão đại,old man,
phản ứng dây chuyền,chain reaction,
cách mạng xanh,green revolution,
quang điện,photoelectric,
vắn tắt,brief,
nghe nhìn,audio-visual,
hàm lượng,content,
chế độ mẫu quyền,model right mode,
chu trình nitơ,nitrogen cycle,
phấn kích,excited,
bồng súng,port,
bên trên,above,
chua ngoa,sharp-tounge,
bài bản,repertoires,
sống dở chết dở,live half dead,
ankan,alkan,
gia đình hạt nhân,nuclear family,
biểu mẫu,form,
đồ án tốt nghiệp,graduation thesis,
đồ họa,Graphics,
dầu bóng,varnishes,
điểm mạnh,strength,
cơ học đá,rock mechanics,
mã di truyền,genetic code,
cầu tàu,Pier,
hồi tố,Reject,
màu phụ,secondary color,
nhạy bén,sensitive,
biểu đồ,chart,
động cơ tên lửa,rocket engine,
ba tầng,three floors,
mánh khóe,trick,
bút tích,autograph,
mô-đun,module,
trung quốc,China,
cây bút,pen,
đại hội,Congress,
tiếng rên,moans,
trầm cảm,depression,
phòng thương mại,Chamber of Commerce,
hình lăng trụ,prism,
chạm mặt,go face to face with,
nhiễm sắc thể giới tính,sex chromosomes,
Đầu thai,Reincarnate,isSuper
dô,cheer!,
huân tước,lord,
âm ty,yin ty,
đa đảng,multi-party,
ngữ liệu,corpus,
cho thuốc,give medicine,
tầng đối lưu,troposphere,
thường xanh,evergreen,
hạ nang,hypogonadism,
nghỉ tay,take a break,
đậu tương,Soybean,
binh lính,soldiers,
bôi đen,blacked out,
trừu tượng hóa,abstraction,
chung chung,General,
thời tiết khô hạn,dry weather,
cấu trúc,structure,
êm ắng,quiet,
chuyển âm,transposition,
elip,ellipse,
đô,dollar,
quan hệ ngoại giao,diplomatic relation,
sâu đậm,deep,
vườn hoa,gardens,
bánh phồng,souffle,
quận lỵ,county seat,
thuốc giải độc,antidote,
hồi cứu,recovery,
chúng tôi,we,
bà xã,wife,
tiếng Thái Lan,Thai,isSuper
khiêm cung,humble,
thiếu máu ác tính,pernicious anemia,
vận đơn,bill of lading,
mắt xích,chain,
ngờ nghệch,stupid,
cây thân cỏ,herbaceous plant,
hãm hiếp,deflower,
đường vuông góc,perpendicular line,
xuất ngũ,demobilization,
tư biện,speculation,
đi lại,go,
đương nhiệm,incumbent,
bất kỳ,any,
bán non,semi-nature,
đĩa,plate,
vùng đệm,buffer zone,
đèn neon,neon light,
phù điêu,reliefs,
găng tay,glove,
người có thẩm quyền,competent persons,
lầm đường lạc lối,Wrong way,
dải tần,frequency range,
bụi rậm,bush,
xả rác,litter,
địa cơ học,geomechanics,
la mã,Roman,
được thể,can,
chiếu tướng,checkmate,
xuýt xoát,almost,
cuộn cản,bumper roll,
tiếng Ba Lan,Polish language,isSuper
đạo hữu,meditator,
chứng tá,witness,
chua chát,sardonic,
danh từ chung,common noun,
tạo tác,artifacts,
y đức,medical ethics,
nhượng quyền thương mại,Franchising,
bất hợp lý,illogical,
điếc tai,deaf,
quy chuẩn,Standard,
tàu kéo,tugboat,
thoái chí,discouragement,
máy đo,meter,
tiền kim loại,coins,
vô dụng,useless,
chuyển biến,transformation,
ban mai,dawn,
xức,anoint,
cách điệu,Stylized,
thương mại hóa,commercialization,
ngọt nhạt,light sweet,
bạn hàng,friend,
số ít,singular,
đô đốc,Admiral,
ắng lặng,quiet,
lạc lối,astray,
đại lộ,avenue,
dâu tằm,mulberry,
cựa quậy,stirring,
máy vi tính,computer,
ác hiểm,devilish,
múa dân gian,folk dance,
chồng chất,pile,
bộ trưởng,Minister,
họa tiết,pattern,
parafin,paraffin,
chuyên nghiệp,professional,
soma,soma,
sọm sẹm,shriveled,
bán sỉ,wholesale,
Đậu phụ,Tofu,isSuper
băng tuyết,snow and ice,
bào ngư,abalone,
nguyên tố hóa học,chemical element,
bộ khuếch đại,amplifiers,
thanh môn,glottis,
trang thiết bị,equipment,
yên giấc,sleep peacefully,
vô thời hạn,unlimited,
tạo máu,hematopoiesis,
Địa Cầu,Globe,isSuper
sôi động,vibrant,
đối đãi,treat,
hàn hồ quang,arc welding,
đường kính,diameter,
Đế quốc,Empire,isSuper
thân tàu,Hull,
thổ cẩm,brocade,
hoá đơn,invoice,
bao quy đầu,foreskin,
đồng đội,teammate,
dạ con,uterus,
bệnh án,patient,
sâu lắng,surf,
đội viên,team member,
thiết kế mẫu,design,
bảo bối,rare item,
mũ miện,crown,
Đặt hàng,Order,isSuper
ương bướng,stubborn,
độ nhanh,speed,
hàng giả,counterfeiting,
bản chính,original,
từ trái nghĩa,Antonym,
chồng chéo,overlapping,
ngựa xe,chariot,
tàu đánh cá,fishing boat,
phòng khám bệnh,medical clinic,
phốt phát,phosphate,
người mẫu,model,
borac,borac,
lời nói,speech,
vo ve,buzz,
vòng bít,cuff,
tường ngực,chest wall,
cải bắp,cabbage,
có đi có lại,reciprocity,
buýt,bus,
mùa thu,autumn,
lưu hoá,vulcanization,
ampe giờ,ampere hour,
đường tròn,circle,
cao vút,Super high,
dễ thường,easy,
quỵ lụy,submissive,
máy liên hợp,combination machine,
vui lòng,please,
chợ phiên,fair,
góc nhìn,view,
khí tổng hợp,syngas,
vụ nổ lớn,big Bang,
điệp khúc,chorus,
cứng đầu,stubborn,
laze,laser,
não giữa,midbrain,
điều,thing,
giấy bạc ngân hàng,banknotes,
đơn kiện,petition,
bạch sản,leukoplakia,
động vật có vú,mammal,
rối mù,confused,
thực tập sinh,intern,
đố kỵ,jealous,
thần kinh học,neurology,
vô nhân,inhumane,
trình duyệt,Browser,
áp xe,abscess,
bọ trĩ,arrange,
buồng lái,cockpit,
bắp tay,arm,
ung thư gan,Liver Cancer,
gãy đổ,broken,
đồng tâm,concentric,
chân thành,sincerely,
quải,fruit,
hậu bị,backup,
đối sánh,compare,
công ty trách nhiệm hữu hạn,limited liability company,
bao che,cover,
bòn rút,drain,
hội đồng thành phố,city ​​Council,
phi đoàn,squadron,
tứ kết,Quarterfinals,
ướt sũng,wet,
cha chú,uncle,
platin,platinum,
phó đại sứ,deputy ambassador,
phim tài liệu,documentary,
bất khả xâm phạm,inviolable,
vóc,size,
đài truyền hình,TV,
rẻ mạt,cheap,
thập tự giá,cross,
mượt mà,smooth,
áo nịt,copse,
tuyến tiền liệt,Prostate,
ẩn bóng,hide shadow,
công cụ chuyển nhượng,negotiable instruments,
xà cạp,leggings,
đương thời,contemporary,
dành riêng,dedicated,
axit nucleic,nucleic acids,
bè phái,faction,
bức xúc,pressing,
dập dồn,rush,
điểm nhìn,viewpoint,
phát bóng,kick the ball,
địa hình,topographic,
tháp nước,water tower,
điện từ học,electromagnetism,
đàn hương,guide,
hắc búa,black hammer,
biện pháp phòng ngừa,precautions,
vẩn vơ,wandering,
đoản côn,cane,
diễn ra,take place,
đông nam á,Southeast Asia,
cổ họng,throat,
Địch,Enemy,isSuper
đường cái,main road,
vắt sữa,milk,
sắc độ,chroma,
độ cứng của nước,water hardness,
đấu giao hữu,Friendly match,
hiệu điện thế,voltage,
hậu sự,afterlife,
phẫu thuật thần kinh,Neurosurgery,
ngàn xưa,ancient times,
cảnh vật,scene,
bãi lầy,quagmire,
thánh chiến,holy war,
cực nam,south pole,
ghe mành,junk,
mặt khác,on the other hand,
chúa tể,Lord,
vừa phải,medium,
nợ quốc gia,national debt,
xe hơi,car,
giá sàn,floor price,
bền lâu,long lasting,
bình lặng,peace,
công nhân viên,employees,
bằng cấp,degree,
tự bào chữa,self-advocacy,
nội năng,internal power,
chủ định,intentional,
Đa nguyên,Pluralism,isSuper
cắn trộm,steal,
tiểu phế quản,bronchioles,
Đạn dược,Ammunition,isSuper
tranh khắc gỗ,wood carving,
hình thoi,rhombus,
áo thun,T-shirt,
đích xác,exact,
hết thảy,all,
nên thơ,poetic,
cố thủ,entrenched,
bất nhẫn,inhuman,
đè bẹp,crush,
bầu bạn,mate,
quá thể,too much,
tốc độ bay,flight speed,
khẩu lệnh,commands,
chẹn,block,
xoàng xoàng,mediocre,
giờ mặt trời,solar time,
lan rộng,Spread,
Đồng Tháp,Dong Thap,isSuper
hang ổ,lair,
đoàn hát,troupe,
bạn nối khố,you match,
vi khuẩn học,bacteriology,
phép tính gần đúng,approximation,
kí sinh,parasitic,
bội số,multiples,
dấu ngoặc đơn,parentheses,
co cứng,spasticity,
gấu trắng,White Bear,
bí truyền,esoteric,
đường xe điện,tramway,
cạch,clack,
Ói,Oops,isSuper
hình,image,
bốc hỏa,Flushing,
bất bình đẳng,Inequality,
móc nối,link,
như là,as if,
đương sự,litigant,
phá tan,break,
tăng tốc,acceleration,
bất nhã,uncivil,
dành dụm,save up,
dức lác,sloppy,
điện,electricity,
đại lý,agency,
chính luận,political theory,
gút mắt,eye knot,
thứ Hai,Monday,isSuper
đích thực,authentic,
cục cằn,grumpy,
sáng trí,intelligent,
vừa rồi,Last,
bởi vì,because,
áp chế,oppressive,
thông tin nội bộ,internal information,
alpha,alpha,
người gửi tiền,depositors,
bám víu,cling,
đỏ rực,glow,
lướt ván,windsurfing,
vôn kế,voltmeter,
điều kiện,condition,
điểm nút,nodal point,
Đau đầu,Headache,isSuper
nữ tử,maiden,
bạc màu,silver color,
hiếu thắng,aggressive,
xẻng,shovel,
chuẩn cứ,standard,
môi giới chứng khoán,stockbroker,
tộc người,ethnicity,
dọng,chong,
mịn màng,smooth,
đèn chiếu,lights,
trực tuyến,online,
kịch trường,theater,
cổ động viên,cheerleaders,
bào mòn,wear and tear,
hầm lò,pit,
patin,roller,
máy bào,planer,
soong,casserole,
định tuyến,Routing,
tia âm cực,cathode rays,
cảng tự do,free port,
ốc tai,cochlear,
phao cứu sinh,life vest,
búi,bun,
chủ nhân,owner,
nói trống không,empty talk,
vững mạnh,strong,
đau yếu,beloved,
đánh điện,electrify,
đạo Bà la môn,Brahma,isSuper
bất cứ,any,
hạt trai,pearls,
công suất,wattage,
cất vó,put away,
bất sản,real estate,
cọc cạch,clack,
nam á,south asia,
kilô,kilo,
bí mật,secret,
ống chuẩn trực,collimator,
trường tư thục,private school,
dinh cơ,nutrition,
bất kham,randy,
siêu máy tính,Super computer,
đánh gục,knocked down,
viễn thị,farsightedness,
lý thuyết tập hợp,set theory,
bán kính vectơ,vector radius,
bán chính thức,semi-official,
tái thiết,reconstruction,
ghế tựa,recliner,
đồn trại,camp station,
cáu ghét,hate,
bi bô,babble,
điển,dictionary,
chơi xỏ,hoax,
nghị trình,agenda,
đặc ân,favor,
vòng đời,life cycle,
cảng biển,seaport,
chùa chiền,pagoda,
chữ nghĩa,word meaning,
thuyết đa thần,polytheism,
tạm giữ,custody,
gian hàng,stall,
phần cứng,Hardware,
cố tình,deliberately,
nhận dạng,identification,
tàu khu trục,destroyer,
ngậm miệng,shut up,
đánh trống lảng,change the subject,
đo lường,measure,
chủ nghĩa đế quốc,Imperialism,
chệch,deviate,
lỗ rò,fistula,
nói lẩm bẩm,mumble,
đi tơ,go silk,
cháy rừng,Forest fires,
quả đại,big fruit,
lỏng lẻo,loose,
nhiệm sở,duty,
minh hoạ,illustration,
Đụn cát,Sand dunes,isSuper
noãn cầu,oocyte,
nếu như,if,
uốn lượn,winding,
bóp cổ,choke,
hái lượm,gatherer,
hiến sinh,sacrifice,
phuy,drums,
đồng bóng,mercurial,
sự sống,life,
bất minh,uninformed,
hay chữ,lettered,
tự đại,egotism,
lúa mạch,barley,
ống xả,exhaust pipe,
vài ba,couple,
cằn,grumpy,
non trẻ,immature,
ống thông,the catheter,
bên dưới,under,
dân làng,villager,
bút chì,pencil,
ba mươi,thirty,
kịch bản phim,film script,
ốm nghén,morning sickness,
võ sĩ,boxer,
bệnh tâm thần phân liệt,schizophrenia,
vận dụng,manipulate,
dạ cỏ,rumen,
đại đao,great knife,
xuyên đại dương,transoceanic,
bộ chữ,alphabet,
ngủ gà ngủ gật,doze slumber,
hiệu ứng,effect,
kiểu dữ liệu,datatypes,
quyền phủ quyết,veto,
khoang nhạc,music compartment,
chủ nghĩa tập thể,collectivism,
đồ vật,items,
trình độ học vấn,academic level,
bàn là,iron,
điện học,electricity,
cha xứ,vicar,
quang phổ kế,spectrometer,
bạn nghịch,you naughty,
Đẹp,Pretty,isSuper
đau dây thần kinh,Nerve pain,
danh tính,identity,
nhóm tuần hoàn,cyclic group,
đối chiếu,compare,
niêm dịch,mucus,
cây nhà lá vườn,homegrown,
xuồng cứu sinh,lifeboats,
nghệ thuật sân khấu,theater art,
bitum,bitumen,
chữ in,print,
cao đỉnh,climax,
dây dẫn,conductor,
chiêm chiếp,contemplative,
bay lượn,fly,
kịch tính,thrilling,
cảo,cuckoo,
di dưỡng,nutrition,
điều tra,investigate,
cấp phí,fee,
bỏ mình,leave me,
vi phân,differential,
đầy đặn,plump,
xoay chuyển,turn,
giao tử,gametes,
thần thánh hóa,sanctify,
miệng hổ,tiger mouth,
lãnh sự quán,consulate,
đồng hương,countryman,
chân lí,truth,
quan phòng,Providence,
hình nón,Cone,
đặc quyền,exclusive right,
dự tính,expected,
cao giá,high price,
nhu đạo,judo,
biết đâu,you know what?,
khúc quanh,bend,
Đẳng trương,Isotonic,isSuper
bước răng,tooth step,
buồn tình,Loveless,
tích chập,convolution,
thủy quyển,hydrosphere,
đày tớ,exile,
may vá,suture,
tái hiện,reappear,
đau thương,hurt,
thể dục dưỡng sinh,fitness supplements,
cá sộp,big fish,
động lực,motivation,
bộ phim,movie,
đấu loại,elimination,
tỉnh lẻ,small town,
ngọ nguậy,wiggled,
trích đoạn,excerpt,
thứ lỗi,forgive,
nguyên tác,original work,
phiên thần,god session,
thập tự chinh,Crusade,
đơn vị khối lượng nguyên tử,atomic mass unit,
người nhận,receiver,
cải hoa,broccoli,
chợ búa,markets,
lời ăn tiếng nói,word of mouth,
bừa bộn,messy,
bộ binh,infantry,
ngôn ngữ nhân tạo,artificial language,
độc ác,sinister,
dịch chuyển,move,
nữ vương,Queen,
biến hình,Transfiguration,
dẫn độ,extradition,
chủ nghĩa thuần túy,purism,
phúc lợi xã hội,welfare,
máy bay ném bom,bomber aircraft,
Âm vật,Clit,isSuper
xe tơ,silk car,
bệnh,sick,
biếu xén,donation,
mạch nước,geyser,
giáo quyền,ecclesiastical authority,
con cháu,offspring,
núi rừng,mountains,
câu nệ,precise,
xỉa xói,floss erosion,
địa chất,Geological,
cúng tế,sacrifice,
phân nửa,half,
lôgic,logic,
giãn tĩnh mạch,varicose vein,
xua,banish,
hữu hiệu,effective,
rút gọn,Compact,
chất điện phân,electrolyte,
trục cán,rolling shaft,
thiên xích đạo,equatorial heaven,
diễn đài,stage,
suy vong,decline,
che lấp,cover,
nhóm con,subgroup,
lễ giáng sinh,Christmas,
thật tâm,sincerely,
bản cáo bạch,Prospectus,
áo cánh,blouse,
hồng đào,peach,
bậu cửa,sill,
cự ly,distance,
chính trị thần quyền,theocratic politics,
chuyển dạ,labor,
sáo rỗng,cliché,
gạo lứt,brown rice,
công cụ,tools,
xe tăng,tank,
đau nhói,sting,
muồi,salt,
thoả hiệp,compromise,
căn số,root,
chật hẹp,narrow,
tế bào học,cytology,
xác tín,affirmation,
chức danh,title,
binh gia,soldier family,
lạ kỳ,curious,
điên cuồng,madness,
lũ quét,flash floods,
bộ xương,skeleton,
độc thoại,monologue,
người gửi hàng,shipper,
nội tuyến,inline,
địu,bearer,
quân đội chính quy,regular army,
đỏm dáng,spotted,
châm chọc,sarcastic,
vuốt đuôi,tail stroke,
điền,fill,
trung tâm đô thị,urban center,
cửa sổ bầu dục,oval window,
quầng sáng,Halo,
amoni nitrat,ammonium nitrate,
đồng nhất hoá,homogenization,
phép tam giác phân,triangulation,
phụ gia,Additives,
chỉ vẽ,just draw,
ân sủng,grace,
hậu hĩnh,generous,
tham biến,parameters,
độ chính xác,accuracy,
dưỡng khí,oxygen,
xoàng,mediocre,
bẫm,smack,
quá nóng,too hot,
điếu,cigarettes,
con gái,Daughter,
chốc lát,moment,
danh tiết,nomenclature,
nếp uốn,folds,
xéc,kec,
công chứng viên,notary,
hợp sức,join forces,
bệnh học,pathology,
chái,wing,
tư bản chủ nghĩa,capitalism,
điện nhiệt,Electric heat,
u máu,hemangioma,
đèn khí,gas lamp,
bủa lưới,net,
viêm khớp,arthritis,
châu á,Asia,
palăng,hoist,
tinh dầu bạc hà,menthol,
thuẫn,conflict,
đặc quyền ngoại giao,diplomatic privileges,
ngày phán xét cuối cùng,Last Judgment Day,
động tính từ,adjective,
còn lại,remaining,
phớt lạnh,feel cold,
hàn quốc,Korea,
ký quỹ,deposit,
long đờm,expectorant,
hoa mắt,dizziness,
đề từ,subject word,
canh cửi,watchman,
tái xuất,The come-back,
cơ động,mobile,
xuyên sơn,through painting,
thường kỳ,Regular,
lời nói đầu,preface,
làm bếp,cooking,
hoảng loạn,panic,
binh đoàn,Legion,
tam giác đều,equilateral triangle,
phụ trợ,Auxiliary,
tôm càng xanh,crayfish,
định giá,valuation,
quản giáo,warden,
yếu kém,bad,
quốc trưởng,head of state,
y học cổ truyền,traditional medicine,
nhật bản,Japan,
tống khứ,get rid of,
công xôn,cannon,
viện bảo tàng,Museum,
biểu kiến,apparent,
cường điệu,hype,
khôi vĩ,majestic,
nơtron,neutrons,
bỏ quá,give up,
đại úy,captain,
sau nữa,later,
đinh ghim,pushpins,
tự do báo chí,press freedom,
hình bóng,shadow,
ngày làm việc,working day,
khoá,lock,
đều đặn,regular,
chí nguyện,aspirant,
đội lốt,masquerading,
biếng ăn,anorexic,
con cái,children,
bậc nước,water step,
hình chóp,pyramid,
máy in dòng,line printer,
đứt gãy,fault,
phép dựng hình,rendering permission,
nhập nhằng,ambiguous,
nhão nhoẹt,mushy,
điềm tĩnh,patience,
đồng vị phóng xạ,Radioisotope,
soi đáy mắt,ophthalmological examination,
dời chân,move your feet,
hệ mét,metric,
chậm rãi,Slowly,
trường điện từ,electromagnetic fields,
ứng suất,stress,
tùy thuộc,depending,
Đậu mùa,Smallpox,isSuper
mũi kim,needle,
kích hoạt,activated,
photon,photon,
doa,doa,
hạng mục,category,
đèn đóm,lights,
xung,pulse,
kỉ luật,discipline,
chức sắc,dignitaries,
mẹ kiếp,damn it,
áo tang,mourning shirt,
uốn nếp,corrugated,
cống rãnh,sewer,
quầng thâm,dark circles,
xả hơi,let off steam,
buổi họp,meeting,
viễn chinh,Expeditionary,
xốn xang,flutter,
thuốc sắc,decoction,
điện khí hóa,electrification,
cách mệnh,revolution,
cứu nguy,rescue,
báu,treasure,
can hệ,get involved,
con trời,god,
chạm trổ,sculpt,
viện trưởng,Parson,
vệ sĩ,bodyguard,
phiêu diêu,adventure,
dạng bị động,passive form,
đồng cảm,empathetic,
vô nhân đạo,inhuman,
bậy bạ,badly,
đo đạc,measure,
thợ thủ công,Craftsman,
chán ăn,anorexia,
bunke,bunker,
phái nam,male,
cá diếc,Crucian carp,
Ô,UMBRELLA,isSuper
chủ nghĩa sô-vanh,chauvinism,
áo cộc,T-shirt,
bụm,hmmm,
chân ngôn,mantras,
dược thảo,herbs,
cầu lông,badminton,
đăng kí,register,
đơm đặt,set up,
danh pháp,nomenclature,
càn khôn,Qiankun,
hiện trường,scene,
sàm sỡ,Sam So,
đồng cỏ,meadow,
sao Mộc,Jupiter,isSuper
chỉ huy dàn nhạc,Conductor,
bản gốc,original,
châm chước,mockery,
giải mã,decryption,
dái tai,earlobes,
vi rút máy tính,computer virus,
Động não,Brainstorming,isSuper
dung,content,
cấp phát,allocation,
chính,main,
bầu cử,vote,
Ấn Độ,India,isSuper
chủ biên,Ed,
lõa thể,naked,
đằng sau,behind,
mất công,loss of work,
chữa cháy,fire fighting,
ướp xác,mummification,
phiên chế,session,
hợp ngữ,Assembly,
từ điển bách khoa,Encyclopedic dictionary,
bọng,puffiness,
cứu rỗi,Salvation,
đồi trụy,corrupt,
cực khổ,drudgingly,
puli,pulley,
đường ống,pipeline,
đặt cọc,deposit,
bác bỏ,rejected,
chặn,block,
biểu thị,indicate,
biến ngẫu nhiên,random variable,
khẩu phần ăn,meal,
chủ thẻ,card holder,
đơn phương,unilateral,
mùa đông,winter,
chủ nghĩa giáo điều,dogmatism,
đổ xô,Flocking,
chất gây nghiện,addictive substance,
khuyết tật,disabilities,
tuyến thượng thận,adrenals,
quày,wow,
vẫy vùng,flounce,
bệnh viện,hospital,
thật sự,actually,
chấy rận,Lice,
độ cong,curvature,
nhồi máu cơ tim,heart attack,
chi nhánh,branch,
đồng hoá,assimilation,
ẩn tàng,implicit,
điển trai,Handsome,
thách đố,challenge,
rách nát,fraying,
ung thư biểu mô,epithelial cancer,
bản vị vàng,gold standard,
bực mình,annoyed,
biệt ngữ,jargon,
nhảy cầu,diving,
độ mặn,salinity,
hệ quản trị cơ sở dữ liệu,database management system,
cảnh bị,scene,
nuclit,nuclide,
bùng,flare,
đầu mối,clue,
nhà tu kín,cloister,
công chuyện,business,
âm phần,part sound,
ngật ngưỡng,threshold,
khởi tạo,initialization,
bảo vật,Museum piece,
túi xách,hand bag,
xấp,stack,
lưỡng viện,bicameral,
góc phần tư,quadrant,
độ sụt,slump,
hợp thành,component,
lễ hội,festival,
Đội viên,Team member,isSuper
bu lông,bolts,
rích,Rich,
dọi,plumb,
chú trọng,focus,
lưỡi cày,plowshare,
chất xúc tác,catalysts,
chướng khí,miasma,
dặt,reserved,
biện luận,argumentation,
bán đấu giá,auction,
cá trích,Herring,
đạo Phật,Buddhism,isSuper
nhuộm đen,dyed black,
thuyết bất khả tri,agnosticism,
Đại,Grand,isSuper
ngũ cung,pentagram,
cưỡng bách,coercive,
tự thiêu,Self-immolation,
tổng kho,Depot,
cầu thang,stair,
ngân hàng dữ liệu,data bank,
khả năng thanh toán,solvency,
người tổ chức,organizer,
chuyên tâm,dedicated,
xâm lấn,invade,
